date,pm2_5,pm10,carbon_monoxide,dust,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,surface_pressure,location,pm25_today,pm25_lag1,pm25_lag7,pm25_7d_mean,pm25_tomorrow,tomorrow_exceeds_37_5,day_of_week,month
2024-09-08,7.175,10.241666666666667,468.8333333333333,0.0,26.854166666666668,81.79166666666667,4.8999999999999995,152.875,3.0,970.1583333333333,chiang_mai,7.175,9.979166666666666,14.950000000000001,15.386309523809524,9.125,0,6,9
2024-09-09,9.125,13.020833333333334,518.1666666666666,0.08333333333333333,26.383333333333336,85.625,4.0249999999999995,154.125,3.1,969.3291666666668,chiang_mai,9.125,7.175,16.441666666666666,14.275595238095237,6.066666666666666,0,0,9
2024-09-10,6.066666666666666,8.658333333333333,412.3333333333333,0.0,24.829166666666666,94.33333333333333,5.295833333333333,148.29166666666666,24.1,968.6291666666666,chiang_mai,6.066666666666666,9.125,21.479166666666668,13.230357142857143,5.875,0,1,9
2024-09-11,5.875,8.370833333333334,372.625,0.0,25.099999999999998,89.83333333333333,4.170833333333333,199.95833333333334,25.5,971.4833333333332,chiang_mai,5.875,6.066666666666666,19.412499999999998,11.028571428571427,9.454166666666667,0,2,9
2024-09-12,9.454166666666667,13.583333333333334,462.9583333333333,0.0,25.3125,88.70833333333333,3.220833333333333,210.25,11.6,972.7541666666666,chiang_mai,9.454166666666667,5.875,13.070833333333333,9.094642857142857,12.079166666666666,0,3,9
2024-09-13,12.079166666666666,17.629166666666666,610.0833333333334,1.1666666666666667,25.945833333333336,88.04166666666667,3.5708333333333333,227.45833333333334,10.9,971.2708333333334,chiang_mai,12.079166666666666,9.454166666666667,12.370833333333332,8.57797619047619,14.679166666666667,0,4,9
2024-09-14,14.679166666666667,21.175,712.125,0.8333333333333334,26.454166666666666,87.41666666666667,3.7458333333333336,191.375,3.8,969.7875,chiang_mai,14.679166666666667,12.079166666666666,9.979166666666666,8.536309523809525,18.6375,0,5,9
2024-09-15,18.6375,26.708333333333332,730.3333333333334,0.75,26.716666666666665,84.25,3.3666666666666667,168.33333333333334,11.5,969.4,chiang_mai,18.6375,14.679166666666667,7.175,9.207738095238096,19.224999999999998,0,6,9
2024-09-16,19.224999999999998,27.92916666666667,796.5,2.1666666666666665,26.7625,84.875,3.6958333333333333,171.25,3.4,969.9041666666667,chiang_mai,19.224999999999998,18.6375,9.125,10.845238095238093,18.470833333333335,0,0,9
2024-09-17,18.470833333333335,26.320833333333336,761.125,0.20833333333333334,26.6875,86.91666666666667,4.441666666666666,188.25,28.5,969.8249999999999,chiang_mai,18.470833333333335,19.224999999999998,6.066666666666666,12.288095238095238,20.179166666666667,0,1,9
2024-09-18,20.179166666666667,28.9375,838.7916666666666,0.0,26.5,87.29166666666667,3.7458333333333336,166.58333333333334,3.4,969.3958333333334,chiang_mai,20.179166666666667,18.470833333333335,5.875,14.060119047619049,22.608333333333334,0,2,9
2024-09-19,22.608333333333334,32.56666666666667,900.4166666666666,0.0,27.420833333333334,83.125,3.7624999999999997,169.16666666666666,4.7,968.6041666666666,chiang_mai,22.608333333333334,20.179166666666667,9.454166666666667,16.103571428571428,24.479166666666668,0,3,9
2024-09-20,24.479166666666668,35.199999999999996,965.875,0.0,26.09583333333333,89.75,3.4875000000000003,192.04166666666666,11.5,968.6833333333334,chiang_mai,24.479166666666668,22.608333333333334,12.079166666666666,17.982738095238094,22.025000000000002,0,4,9
2024-09-21,22.025000000000002,31.670833333333334,723.625,0.0,25.6875,92.16666666666667,3.5625,127.75,18.0,969.0500000000001,chiang_mai,22.025000000000002,24.479166666666668,14.679166666666667,19.754166666666666,15.275,0,5,9
2024-09-22,15.275,21.858333333333334,558.375,0.0,25.8,88.625,4.375,227.83333333333334,20.6,970.0333333333333,chiang_mai,15.275,22.025000000000002,18.6375,20.803571428571427,12.299999999999999,0,6,9
2024-09-23,12.299999999999999,17.5625,629.2916666666666,0.0,24.429166666666664,92.5,2.0541666666666667,200.25,61.6,972.8666666666667,chiang_mai,12.299999999999999,15.275,19.224999999999998,20.32321428571429,13.120833333333332,0,0,9
2024-09-24,13.120833333333332,18.75,539.0,0.0,24.8125,90.33333333333333,3.3625000000000003,148.41666666666666,57.9,974.4916666666667,chiang_mai,13.120833333333332,12.299999999999999,18.470833333333335,19.333928571428572,11.295833333333334,0,1,9
2024-09-25,11.295833333333334,16.1375,515.9166666666666,0.20833333333333334,24.400000000000002,91.45833333333333,3.5208333333333335,173.83333333333334,38.8,975.4833333333332,chiang_mai,11.295833333333334,13.120833333333332,20.179166666666667,18.56964285714286,10.395833333333334,0,2,9
2024-09-26,10.395833333333334,14.825000000000001,397.5,0.4583333333333333,25.145833333333332,88.25,3.4875000000000003,143.20833333333334,15.100000000000001,975.7708333333334,chiang_mai,10.395833333333334,11.295833333333334,22.608333333333334,17.300595238095237,19.150000000000002,0,3,9
2024-09-27,19.150000000000002,27.3875,700.1666666666666,0.4166666666666667,25.775000000000002,88.16666666666667,2.7708333333333335,194.41666666666666,4.2,975.5958333333333,chiang_mai,19.150000000000002,10.395833333333334,24.479166666666668,15.555952380952382,26.770833333333332,0,4,9
2024-09-28,26.770833333333332,38.208333333333336,1060.875,0.0,26.90416666666667,86.04166666666667,3.35,232.66666666666666,0.0,974.1833333333334,chiang_mai,26.770833333333332,19.150000000000002,22.025000000000002,14.794642857142858,24.1875,0,5,9
2024-09-29,24.1875,34.458333333333336,888.875,0.0,27.34583333333333,86.83333333333333,2.5875,202.75,3.2,973.0833333333334,chiang_mai,24.1875,26.770833333333332,15.275,15.472619047619048,18.45416666666667,0,6,9
2024-09-30,18.45416666666667,26.266666666666666,717.6666666666666,0.125,27.28333333333333,87.375,3.65,170.66666666666666,5.2,971.4583333333334,chiang_mai,18.45416666666667,24.1875,12.299999999999999,16.745833333333334,14.012500000000001,0,0,9
2024-10-01,14.012500000000001,19.879166666666666,622.0416666666666,0.0,25.90416666666667,89.625,4.3374999999999995,166.41666666666666,31.9,971.2166666666667,chiang_mai,14.012500000000001,18.45416666666667,13.120833333333332,17.625,11.975,0,1,10
2024-10-02,11.975,17.058333333333334,496.1666666666667,0.0,23.566666666666666,93.45833333333333,5.5375000000000005,245.75,49.9,974.1999999999999,chiang_mai,11.975,14.012500000000001,11.295833333333334,17.752380952380953,9.995833333333334,0,2,10
2024-10-03,9.995833333333334,14.25,489.2916666666667,0.0,23.920833333333334,91.58333333333333,4.879166666666667,224.58333333333334,64.8,975.4499999999999,chiang_mai,9.995833333333334,11.975,10.395833333333334,17.84940476190476,10.504166666666666,0,3,10
2024-10-04,10.504166666666666,15.004166666666668,596.3333333333334,0.0,24.854166666666668,87.125,3.795833333333333,226.75,43.9,976.65,chiang_mai,10.504166666666666,9.995833333333334,19.150000000000002,17.792261904761904,16.329166666666666,0,4,10
2024-10-05,16.329166666666666,23.395833333333332,750.0833333333334,0.0,25.570833333333336,83.66666666666667,3.3249999999999997,209.54166666666666,1.6,976.3874999999999,chiang_mai,16.329166666666666,10.504166666666666,26.770833333333332,16.557142857142857,28.245833333333334,0,5,10
2024-10-06,28.245833333333334,40.525,883.0,0.0,26.27916666666667,80.58333333333333,3.85,244.625,4.1,976.975,chiang_mai,28.245833333333334,16.329166666666666,24.1875,15.06547619047619,29.204166666666666,0,6,10
2024-10-07,29.204166666666666,41.99583333333333,725.875,0.0,26.3125,83.70833333333333,3.5875,235.66666666666666,0.30000000000000004,977.7833333333333,chiang_mai,29.204166666666666,28.245833333333334,18.45416666666667,15.645238095238096,26.337500000000002,0,0,10
2024-10-08,26.337500000000002,37.69583333333333,834.4583333333334,0.0,26.429166666666664,80.45833333333333,2.5416666666666665,230.66666666666666,0.0,977.5291666666667,chiang_mai,26.337500000000002,29.204166666666666,14.012500000000001,17.18095238095238,30.445833333333336,0,1,10
2024-10-09,30.445833333333336,43.6875,1030.1666666666667,0.0,26.15833333333333,82.375,3.641666666666667,248.875,0.7999999999999999,976.0958333333333,chiang_mai,30.445833333333336,26.337500000000002,11.975,18.941666666666666,23.308333333333334,0,2,10
2024-10-10,23.308333333333334,33.449999999999996,721.1666666666666,0.0,25.45,86.0,4.3625,213.75,8.7,975.7833333333333,chiang_mai,23.308333333333334,30.445833333333336,9.995833333333334,21.580357142857142,21.220833333333335,0,3,10
2024-10-11,21.220833333333335,30.545833333333334,700.9583333333334,0.0,25.366666666666664,86.375,3.5041666666666664,220.08333333333334,5.1000000000000005,975.5791666666668,chiang_mai,21.220833333333335,23.308333333333334,10.504166666666666,23.482142857142858,30.2625,0,4,10
2024-10-12,30.2625,43.55416666666667,829.4583333333334,0.0,26.287499999999998,79.45833333333333,3.4250000000000003,228.20833333333334,0.0,976.2666666666668,chiang_mai,30.2625,21.220833333333335,16.329166666666666,25.01309523809524,33.8875,0,5,10
2024-10-13,33.8875,48.92083333333333,1005.7916666666666,0.0,26.45,81.0,3.7624999999999997,236.66666666666666,0.39999999999999997,976.2958333333332,chiang_mai,33.8875,30.2625,28.245833333333334,27.00357142857143,21.087500000000002,0,6,10
2024-10-14,21.087500000000002,30.337500000000002,741.625,0.0,26.258333333333336,84.58333333333333,3.7083333333333335,211.91666666666666,1.2,975.625,chiang_mai,21.087500000000002,33.8875,29.204166666666666,27.809523809523814,23.108333333333334,0,0,10
2024-10-15,23.108333333333334,33.145833333333336,783.7083333333334,0.0,26.070833333333336,86.45833333333333,3.6333333333333333,249.91666666666666,4.2,975.5333333333333,chiang_mai,23.108333333333334,21.087500000000002,26.337500000000002,26.650000000000002,23.708333333333332,0,1,10
2024-10-16,23.708333333333332,34.12083333333333,688.375,0.0,26.45,82.95833333333333,3.75,225.08333333333334,0.2,975.8249999999999,chiang_mai,23.708333333333332,23.108333333333334,30.445833333333336,26.188690476190477,15.808333333333332,0,2,10
2024-10-17,15.808333333333332,22.65416666666667,645.5833333333334,0.0,26.099999999999998,84.70833333333333,2.954166666666667,253.45833333333334,9.8,975.7333333333332,chiang_mai,15.808333333333332,23.708333333333332,23.308333333333334,25.226190476190478,24.129166666666666,0,3,10
2024-10-18,24.129166666666666,34.50416666666667,1088.7916666666667,0.0,26.349999999999998,83.45833333333333,4.233333333333333,225.45833333333334,12.3,975.1875,chiang_mai,24.129166666666666,15.808333333333332,21.220833333333335,24.154761904761905,23.287499999999998,0,4,10
2024-10-19,23.287499999999998,33.375,864.4583333333334,0.0,26.075,85.5,4.383333333333334,183.54166666666666,2.5999999999999996,976.0375,chiang_mai,23.287499999999998,24.129166666666666,30.2625,24.570238095238096,17.162499999999998,0,5,10
2024-10-20,17.162499999999998,24.5625,763.2083333333334,0.0,25.25,88.875,4.204166666666667,220.66666666666666,23.3,977.3541666666666,chiang_mai,17.162499999999998,23.287499999999998,33.8875,23.573809523809523,13.816666666666668,0,6,10
2024-10-21,13.816666666666668,19.966666666666665,594.1666666666666,0.0,25.204166666666666,86.125,3.1,229.75,9.5,977.2375000000001,chiang_mai,13.816666666666668,17.162499999999998,21.087500000000002,21.184523809523807,16.625,0,0,10
